titulo,descripcion,fecha_publicacion,etiquetas,categoria_id,thumbnails,idioma,vistas,likes,dislikes,comentarios,favoritos,duracion,dimension,definicion,caption,proyeccion,estado_upload,estado_privacidad,licencia,embeddable,publicStatsViewable,madeForKids
AMIGOS ENFRENTADOS | Move or Die,"Like si crees que deberiamos de resolver esto 1 pa 1 sin camiseta en la calle. Y fap para moooaaaar :D

Juego: Move or Die

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-08-31T19:35:14Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'move or die', 'muevete o muere', 'mangel', 'alexby', 'maximus', 'amigos', 'amistad', 'amistades', 'online', 'multijugador', 'editado', 'hd']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,20961773,618567,0,17859,0,PT10M48S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
EL PAYASO TOCAHUEVOS | Play With Me,"Like si quieres una casa en el cosmos. 
Y fap para moar juegos asi :D

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-08-28T21:17:27Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'payaso', 'casa', 'terror', 'miedo', 'sustos', 'slender', 'slenderman', 'velas', 'musica', 'cancion', 'edm', 'drum n bass']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,10946919,470818,0,27722,0,PT13M48S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
EL CASO ANIMATRONICO,"Like si no estas embarazada/o. Si lo estas no veas este video pls.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-08-16T21:13:06Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'animatronics', 'case animatronics', 'fnaf', 'five nights at freddys', 'el caso animatronico', 'animatronicos', 'miedo', 'terror', 'susto', 'sustos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,8444565,438350,0,30091,0,PT11M55S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
LOS CAMIONES IMPOSIBLES | CLUSTERTRUCK,"Like si eres humano (y para mas niveles!) Y fap por mi nuevo hijo camion, Richard. Guapo, que eres guapo.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-08-13T20:46:17Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'clustertruck', 'camion', 'camiones', 'cabreo', 'enfado', 'reto', 'retos', 'truck', 'imposible', 'los camiones imposibles', 'montaje', 'cancion', 'canciones']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,9469722,506459,0,16498,0,PT12M43S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
REACCIONANDO A CANCIONES DE POKEMON GO,"Dame un like y me pongo CAXONDO.

Y fap por el Pikachu de Cristiano Ronaldo (L) :)

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-08-09T20:21:08Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'pokemon go', 'canciones', 'cancion', 'reggaeton', 'ruso', 'cantando', 'reaccionando', 'pikachu', 'cazando a pikachu', 'editado', 'vlog', 'mejor', 'cristiano ronaldo', 'vacaciones', 'atrapando']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,29856724,1896722,0,55753,0,PT9M23S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
SIMULADOR DE MAL PADRE | Guts and Glory,"Like para mas Happy Wheels... Digo, Guts and Glory! :D

Y fap si me deberian de quitar la licencia para tener niños.

HAPPY WHEELS 3D

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-08-03T19:33:57Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'happy wheels 3d', 'happy wheels', 'guts and glory', 'guts', 'niño', 'bicicleta', '3d', 'padre', 'simulador de padre', 'simulador']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11154384,516694,0,15958,0,PT8M9S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
LA MUERTE VISITA A LOS YOUTUBERS | Sims 4,"Like si no te quieres quedar embarazado de un alien esta noche.
Y fap para moaaaar Sims!

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-07-27T20:46:16Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'sims', 'sims 4', 'casa de youtubers', 'youtubers', 'vegetta777', 'willyrex', 'mangel', 'alexby', 'salseo', 'fernanfloo', 'famosos', 'alien', 'aliens']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7889055,331733,0,24550,0,PT16M46S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
"NOCHE DE JUEGOS, PREGUNTAS Y SALSEITO RICO | Epic Directo","Usad #EpicDirecto para hacer preguntas o mandarme cosas por twitter ;D
2:02: Preguntas y Respuestas
28:30: Overwatch
51:56: JOHN CENA RIP OIDOS
1:04:13: The Culling
1:26:00: Rocket League

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-07-25T22:22:50Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'juegos', 'troll', 'trol', 'videojuegos', 'games', 'gaming', 'epic directo', 'directo', 'contesta', 'noche', 'live', 'streaming', '2016']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,5235017,268717,0,12826,0,PT1H57M16S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
TERROR EN REALIDAD VIRTUAL (HTC VIVE),"Like por la cara del entrenador, que tiene que estar sufriendo.
Y fap para que consiga a Pikachu de una maldita vez! :D

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-07-17T20:21:54Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'español', 'risa', 'risas', 'locuras', 'loco', 'humor', 'comedia', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'videojuegos', 'games', 'gaming', 'htc vive', 'htc', 'realidad virtual', 'susto', 'sustos', 'miedo', 'terror', 'oculus', 'oculus rift', '1080', 'hd', 'mejores juegos', 'mejor']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,10216499,514921,0,22794,0,PT9M48S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
DONDE ESTA MI PIKACHU | Vlog Pokemon Go,"Like por todos los entrenadores majos que nos hemos encontrado! :D 
Y fap para moaaar Poke Vlogs! 
MAGIKARP KARP KARP
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-07-13T19:04:48Z,"['pokemon go', 'pokemongo', 'pokemon', 'elrubius', 'el rubius', 'rubius', 'vlog', 'epic vlog', 'poke vlog', 'normal vlog', 'calle', 'parque', 'pikachu', 'fans', 'fotos', 'gracioso', 'aplicacion', 'ios', 'android', 'juegos', 'videojuegos', 'madrid', 'alexby', 'iphone', 'humor', 'loco', 'instalar', 'raro', 'risa', 'risas', 'español']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,15777541,563437,0,25584,0,PT9M52S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
DEPENDIENTE DE TIENDA EN REALIDAD VIRTUAL (HTC VIVE),"Like por la caida perfecta de la botella en la mesa :D

Y fap para moaaar juegos en el HTC Vive

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-07-02T19:33:18Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,26465230,729979,0,19700,0,PT13M26S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
VUELVE LA LOCURA | Outlast 2 Demo,"Like si tu tambien viste la sombra! D: Dentro de poco subiré los vlogs del E3!
PD: Los ganadores del concurso de VH2 ya han sido contactados ;)

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-06-18T20:03:50Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'outlast 2', 'outlast 2 demo', 'outlast', 'demo', 'susto', 'sustos', 'miedo', 'locos', 'terror', 'parte 1', 'nostalgia', 'videos antiguos', 'video antiguo', 'mejor']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6007858,416446,0,20833,0,PT15M41S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
"E3 2016 | EXTRANJEROS RAROS, GHOST RECON Y WATCH DOGS 2!","Como todos los años, os traigo gameplay exclusivo de las novedades de Ubi en este E3! :D 
Dentro de poco habrá vlogs y otros videos!
Watch Dogs 2: http://bit.ly/1OesaUt
Ghost Recon WL: http://bit.ly/22UR8uI


Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-06-15T18:44:54Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'videojuegos', 'games', 'gaming', 'watch dogs', 'e3', 'e3 2016', 'ghost recon', 'watch dogs 2', 'steep', 'vlog', 'ubisoft', 'viaje', 'los angeles', 'ingleses', 'extranjeros', 'ruso', 'kwebbelcop', 'kwebblecop']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6800673,318237,0,13050,0,PT7M32S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
DUELO DE BAILE CON HITLER Y SELENA | Sims 4,"Like si crees que la idea de encerrar a esos 2 Youtubers va a acabar... Muy bien. Hehehheheh
La imagen de la miniatura con Selena Gomezesta creada por el fandom

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-06-12T20:18:48Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'lol', 'locuras', 'locura', 'loco', 'humor', 'entretenimiento', 'gracioso', 'funny', 'juego', 'juegos', 'troll', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'sims', 'sims 4', 'youtubers', 'hitler', 'famosos', 'selena', 'baile', 'dj', 'musica', 'edm', 'discoteca', 'willyrex', 'vegetta', 'justin', 'eminem', 'mangelrogel']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6137203,279091,0,13288,0,PT14M12S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
MI CASA SE LLENA DE FRESCAS | Sims 4,"Like para que monte la gran fiesta. Hitler DJ SESSION incoming.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-06-06T20:25:02Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'sims 4', 'sims', 'los sims', 'youtubers', 'youtubers life', 'playboy', 'mansion', 'chicas', 'frescas', 'famosos', 'eminem', 'selfie', 'casa de youtubers']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,9274106,377819,0,31809,0,PT12M39S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
VIRTUAL HERO 2!!!,"Like y comenta si quieres entrar en el sorteo de 10 Virtual Hero 2 firmados por mi! :D 
YA ESTA A LA VENTA
Pezones peludos FTW
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-06-05T20:08:24Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'virtual hero', 'virtual hero 2', 'vh2', 'sakura', 'zombirella', 'dibujo', 'comic', 'dibujos', 'libro', 'nuevo libro', '2016', 'la torre imposible', 'libro elrubius', 'anime', 'manga', 'dross']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6010523,379629,0,89700,0,PT8M2S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
VIVIENDO CON YOUTUBERS Y FAMOSOS | Sims 4,"Like si crees que voy a acabar dejando embarazado a Justino.

Poned en los comentarios que famosos quereis que vivan en las casas restantes! :D

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-30T20:37:45Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'casa de youtubers', 'youtubers', 'sims 4', 'famosos', 'famoso', 'salseo', 'sims', 'los sims', 'willyrex', 'fernanfloo', 'fernan', 'cama', 'embarazado', 'justin bieber', 'cristiano', 'mangel', 'mangelrogel', 'vegetta777']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,9204300,580332,0,188231,0,PT11M29S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
"FOXY, CHICA Y EL SECRETO PERTURBADOR DE TJOC: R","Like si crees que el creador fumó hierba mala al crear ese ""EXTRA"" D:

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-25T20:38:20Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'funny', 'comedy', 'juego', 'juegos', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'tjocr', 'the joy of creation', 'fnaf', 'five nights at freddys', 'fan', 'foxy', 'chica', 'freddy', 'susto', 'terror', '2016', 'nuevo', 'mejor', 'extra', 'easter egg', 'secreto']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,14155633,487064,0,30032,0,PT14M5S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
ESTO SE VA A DESCONTROLAR | Epic Vlog,"Like por Cristobal, gran persona mejor grano.

Muchas gracias por todo el Lof que nos habeis dado estos dias :) Espero poder visitaros en mas lugares pronto!

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-22T19:02:19Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'español', 'risas', 'lol', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'gracioso', 'troll', 'videos', 'vlog', 'epic vlog', 'blog', 'elrubius dj', 'fiesta', 'barcelona', 'amigos', 'mangelrogel', 'mangel', 'alexby', 'cheeto', 'perxitaa', 'discoteca', 'fans', 'suscriptores', 'hotel', 'la gran fiesta', 'grano', 'cristobal', 'feo', 'chicas', 'musica', 'cancion', 'canciones', 'edm', 'dubstep', 'dj', 'rubius dj', 'pinchando']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,13537630,612973,0,37570,0,PT10M44S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
MOMENTOS RANDOM Y DIVERTIDOS DE RUBIUS | Clasicos Animados,"Like si opinas que BLABLABLABLA. BLABLABLABLABLA. BLA. BLABLA. BLA.

Animacion by Anothink: https://www.youtube.com/watch?v=fkY3c8ccTig
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-19T19:04:07Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'español', 'risa', 'risas', 'locura', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'animacion', 'clasicos animados', 'animado', 'momentos graciosos', 'dibujos', 'dibujado', 'mujeres', 'anothink', 'momentos random', 'graciosos', 'blablabla', 'animacion juegos', 'videojuegos', 'gaming', 'divertidos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11123061,508345,0,13660,0,PT2M23S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
LLEGAN LOS AMIGOS DE FREDDY | FNAF TJOC:R,"Like si crees que cada vez tiene mejor pinta este juego O_O

Y fap si eres gordafan de Freddy

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-14T18:36:51Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'fnaf', 'tjocr', 'five nights at freddys', 'freddys', 'freddy', 'bonnie', 'miedo', 'susto', 'sustos', 'terror', 'abierto', 'open', '1080', 'secreto', 'secretos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,10404445,471639,0,20434,0,PT10M53S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
18.000.000 DE CRIATURITAS + RUBIUS EN FULL HD!,"Like si quereis otro video reaccionando a videos antiguos! Y fap por la flexibilidad de Wilson

Entradas para la sesion en Barcelona el viernes 20 ACÁ:  http://bit.ly/1OlLKhg  

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-11T18:45:50Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'especial', '18 millones', 'millon', 'millones', 'criaturitas', 'suscriptores', 'fans', 'nueva camara', 'hd', '4k', 'mejor', 'calidad', 'wilson', 'gato', 'gatos', 'gracias', 'agradecimientos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7645055,656654,0,70941,0,PT10M32S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
LA BROMA DEL FAMOSO GROSERO,"Like si te ha incomodado en algun momento :v
Mandad ideas para mas bromas usando #DejaDeSerCopiloto
Este video ha sido posible gracias a Volkswagen


Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-09T19:20:38Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'camara oculta', 'broma', 'prank', 'famoso grosero', 'famoso', 'diva', 'la broma del famoso grosero', 'el rubius', 'jorge cremades', 'coche', 'camara', 'real', 'trolleada', 'mejor', 'mejor camara oculta', 'musica', 'cancion', 'carro']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,20008934,1026691,0,40974,0,PT10M55S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
EL VIAJE SECRETO DE YOUTUBE | Normal Vlog,"Like si crees que soy una fangirl. Pewdierubius es real

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-05-05T21:53:33Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'normal vlog', 'vlog', 'secreto', 'pewdiepie', 'youtubers', 'viaje secreto', 'nueva york', 'new york', 'ciudad', 'evento', 'pizza', 'tacos', 'mexico']",24,"['default', 'medium', 'high', 'standard']",es,14742118,788861,0,41887,0,PT10M28S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
